pais,idnum,uniq_id,upm,prov,municipio,cluster,ur,tamano,idiomaq,fecha,wt,estratopri,estratosec,q2y,q2,q1,estatosec,ls3,a4,soct2,idio2,np1,cp6,cp7,cp8,cp13,cp20,it1,l1,immig1,immig2,prot3,jc10,jc13,jc15a,vic1ext,vic1exta,aoj11,aoj12,b1,b2,b3,b4,b6,b43,b12,b13,b18,b21,b21a,b32,b37,b47a,pr3d,pr3e,m1,m2,sd2new2,sd3new2,sd6new2,infrax,infra3,ros1,ros4,ing4,eff1,eff2,aoj22new,undocimmig1,media3,media4,exp_a,dst1b,drk1,env1c,env2b,pn4,w14a,e5,d1,d2,d3,d4,d5,d6,lib1,lib2b,lib2c,lib4,exc2,exc6,exc20,exc11,exc13,exc14,exc15,exc16,exc18,exc7new,vb1,inf1,vb2,vb3n,vb10,vb11,pol1,vb20,ecuvb2017b1,ecuvb2017b2,ecuvb2017b3,ecudolar,ecudolar2,ecude1,ecude2,ecude3,ecude4,for5,exp_b,mil10a,mil10e,mil10oas,mil10un,wf1,cct1b,ed2a,ed2b,ed,ed2,q5a,q5b,q3c,ocup4a,ocup1a,q10g,q10new,q10a,q10b,q10ca,q16,q14,q10d,q10e,q11n,q12c,q12bn,q12,q12m,q12f,etid,www1,gi0,pr1,r3,r4,r4a,r5,r6,r7,r8,r12,r14,r15,r18,r1,r16,sent1,colorr,conocim,iarea1,iarea2,iarea3,iarea4,iarea6,iarea7,sexi,colori,agequota,srvyrid,nationality,formatq,sex
Ecuador,1168,ECU16_1168,26,Guayas,Guayaquil,76,Urban,Large City,Spanish,14nov2016,1,Costa Urbana,"Large (more than 100,000)",1970,46,Male,1,Very Satisfied,"Economy, problems with, crisis of",Worse,Worse,No,Once a Week,Never,Never,Never,Not Applicable,Somewhat Trustworthy,5,Somewhat Agree,They take jobs away from Ecuadorians,"No, I have not participated","Yes, a military take-over of the state would be justified",Not Applicable,"Yes, it is justified",Yes,2,Somewhat Unsafe,Some,4,4,2,Not at All,2,A Lot,A Lot,4,4,Not at All,3,3,2,3,4,Not at All,Good,Neither well nor poorly,Satisfied,Satisfied,Dissatisfied,More than 30 minutes and up to an hour,Between 10 and 30 minutes,2,5,4,4,5,Strongly Agree,4,4,Strongly Agree,Set 2,Strongly Agree,Very Likely,2,Very Serious,Satisfied,"Yes, it is justified",Strongly disapprove,Strongly disapprove,Strongly approve,5,Strongly disapprove,Strongly disapprove,Strongly disapprove,Enough,Enough,Enough,Very Little,No,No,No,No,No,Not Applicable,Not Applicable,Not Applicable,No,Half of them,Yes,Yes,Voted,"Álvaro Noboa, Partido Renovador Institucional Acción Nacional – PRIAN",No,Not Applicable,Little,Would go to vote but would leave the ballot blank or would purposely cancel my vote,Guillermo Lasso (Movimiento CREO),Not Applicable,Not Applicable,Have Own Currency,Good,Yes,No,No,Bad,China,Set 2,Somewhat Trustworthy,Not Very Trustworthy,Not Very Trustworthy,Somewhat Trustworthy,No,Yes,Public,Not Applicable,7,None,Once a month,Very Important,Catholic,Working,Self-employed,136-200,661-780,No,Not Applicable,No,Not Applicable,No,"Good enough, with no major problems",Decreased,Single,1,None,None,Not Applicable,Not Applicable,Indigenous,Rarely,Daily,Rented,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,Correct local partner,4,High,None,None,Some,None,None,None,Female,4,46+,3,Ecuadoran,Android (STG),Male
Ecuador,469,ECU16_0469,63,Pichincha,Quito,202,Urban,National Capital (Metropolitan area),Spanish,13nov2016,1,Sierra Urbana,"Large (more than 100,000)",1977,39,Male,1,Very Satisfied,Corruption,Worse,Same,No,Once or Twice a Month,Once or Twice a Month,Once or Twice a Month,Never,Not Applicable,Very Trustworthy,6,Somewhat Disagree,They take jobs away from Ecuadorians,"No, I have not participated","No, a military take-over of the state would not be justified",Not Applicable,"No, it is not justified",No,Not Applicable,Very Safe,Some,2,3,4,3,4,A Lot,5,3,5,4,2,2,3,4,3,4,Good,Neither well nor poorly,Very Satisfied,Dissatisfied,Dissatisfied,Between 10 and 30 minutes,Between 10 and 30 minutes,Strongly Disagree,3,4,4,Strongly Disagree,Strongly Agree,4,5,Strongly Disagree,Set 2,2,A Little Likely,4,Very Serious,Very Dissatisfied,"No, it is not justified",2,5,5,2,2,2,3,Very Little,Very Little,Very Little,Very Little,No,No,No,No,No,Not Applicable,Not Applicable,Not Applicable,Yes,Half of them,Yes,Yes,Voted,No Response,Yes,Movimiento Creando Oportunidades (CREO),Little,Would vote a candidate or party different from the current president/administration,Not Applicable,Not Applicable,Other response/None/Blank/Null/Didn't vote,Maintain Dollarization,Very Good,Yes,No,No,Good,Japan,Set 1,Somewhat Trustworthy,Very Trustworthy,Very Trustworthy,Very Trustworthy,No,No,Not Applicable,Both,18+,Secondary complete,Once a week,Very Important,Catholic,Working,Salaried employee in the private sector,More than $1000,More than $1000,No,Not Applicable,"Yes, only from the United States",Once or twice a month,Yes,Good enough and can save,Remained the same,Married,2,None,None,Not Applicable,Not Applicable,Mestizo,Daily,Daily,Owned,Yes,Yes,Yes,One,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Correct local partner,5,High,None,None,None,None,None,None,Male,7,31-45,4,Ecuadoran,Android (STG),Male
Ecuador,1233,ECU16_1233,32,Guayas,Guayaquil,95,Urban,Large City,Spanish,15nov2016,1,Costa Urbana,"Large (more than 100,000)",1986,30,Female,1,Somewhat Satisfied,Unemployment,Worse,Worse,No,Never,Never,Never,Never,Never,Don't Know,5,Neither Agree nor Disagree,They take jobs away from Ecuadorians,"No, I have not participated","Yes, a military take-over of the state would be justified",Not Applicable,"No, it is not justified",No,Not Applicable,Somewhat Unsafe,Little,5,6,6,5,5,A Lot,A Lot,6,6,5,6,6,A Lot,6,5,5,Good,Well,Satisfied,Satisfied,Satisfied,Between 10 and 30 minutes,Between 10 and 30 minutes,2,4,3,6,5,Strongly Agree,6,5,5,Set 1,Strongly Agree,Somewhat Likely,6,Very Serious,Satisfied,"Yes, it is justified",3,5,6,2,4,4,3,Very Little,Enough,Enough,Enough,No,No,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,No,Half of them,Yes,Yes,Voted,"Rafael Correa, Movimiento Alianza País – PAIS",No,Not Applicable,Some,Would go to vote but would leave the ballot blank or would purposely cancel my vote,Not Applicable,Not Applicable,Lenin Moreno (Alianza País),Maintain Dollarization,Good,Yes,No,No,Good,United States,Set 1,Somewhat Trustworthy,Somewhat Trustworthy,Somewhat Trustworthy,Somewhat Trustworthy,No,No,Not Applicable,Both,13,Secondary incomplete,More than once a week,Very Important,Jehovah's Witness,Taking care of the home,Not Applicable,Not Applicable,316-335,No,Not Applicable,No,Not Applicable,No,"Not enough, and are stretched",Remained the same,Married,5,None,4,0,4,Mestizo,A few times a week,A few times a week,Owned,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Vanderbilt University,4,Neither High Nor Low,A Little,None,Some,None,None,None,Female,4,31-45,7,Ecuadoran,Android (STG),Female
Ecuador,316,ECU16_0316,60,Pichincha,Quito,190,Urban,National Capital (Metropolitan area),Spanish,14nov2016,1,Sierra Urbana,"Large (more than 100,000)",1997,19,Female,1,Somewhat Satisfied,"Economy, problems with, crisis of",Worse,Worse,No,Once a Week,Never,Once or Twice a Year,Never,Never,Not Very Trustworthy,7,Somewhat Agree,They take jobs away from Ecuadorians,"Yes, I have participated","Yes, a military take-over of the state would be justified",Not Applicable,"Yes, it is justified",No,Not Applicable,Somewhat Unsafe,Little,4,6,5,5,3,6,6,4,5,4,4,4,5,5,6,6,Good,Neither well nor poorly,Dissatisfied,Satisfied,Dissatisfied,More than 30 minutes and up to an hour,Between 10 and 30 minutes,3,5,4,3,5,5,3,4,3,Set 1,6,Somewhat Likely,5,Not So Serious,Satisfied,"Yes, it is justified",8,5,8,4,2,Strongly disapprove,6,Too Much,Very Little,Very Little,Very Little,No,No,No,Not Applicable,No,Not Applicable,No,Not Applicable,No,More than half of them,Yes,Yes,Did not vote,Not Applicable,No,Not Applicable,Some,Would go to vote but would leave the ballot blank or would purposely cancel my vote,Lenin Moreno (Alianza País),Not Applicable,Not Applicable,Have Own Currency,Good,Yes,No,Yes,Good,Russia,Set 2,Don't Know,Not Very Trustworthy,Not Very Trustworthy,Not Very Trustworthy,No,Yes,Not Applicable,Public,13,Secondary incomplete,Once a week,Somewhat Important,Catholic,Working,Salaried employee in the private sector,136-200,251-295,No,Not Applicable,No,Not Applicable,No,"Not enough, and are stretched",Remained the same,Single,5,1,None,Not Applicable,Not Applicable,Mestizo,Daily,A few times a week,Owned,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,The Municipal Government,4,High,A Little,A Lot,Some,None,None,None,Male,3,18-30,18,Ecuadoran,Android (STG),Female
Ecuador,157,ECU16_0157,74,Guayas,Santa Lucía,120,Urban,Medium City,Spanish,25nov2016,1,Costa Urbana,"Medium (between 25,000 and 100,000)",1976,40,Female,2,Somewhat Satisfied,Unemployment,Worse,Worse,No,Never,Never,Once or Twice a Year,Once or Twice a Year,Never,Somewhat Trustworthy,5,Don't Know,No Response,"No, I have not participated","Yes, a military take-over of the state would be justified",Not Applicable,"No, it is not justified",No,Not Applicable,Somewhat Safe,Little,2,2,Not at All,Not at All,Not at All,A Lot,2,Not at All,2,Not at All,Not at All,2,3,Not at All,Not at All,2,Very Bad,Neither well nor poorly,Dissatisfied,Not Applicable,Dissatisfied,More than 30 minutes and up to an hour,Between 10 and 30 minutes,Strongly Disagree,Strongly Disagree,2,5,Strongly Disagree,4,2,5,Strongly Disagree,Set 1,2,Somewhat Likely,5,Very Serious,Satisfied,"Yes, it is justified",Strongly disapprove,2,3,2,Strongly disapprove,5,3,Very Little,Very Little,Very Little,Very Little,No,No,No,No,Not Applicable,Not Applicable,No,Not Applicable,Yes,All,Yes,Yes,Voted,None (Null ballot),Yes,Partido Social Cristiano (PSC),Some,Would go to vote but would leave the ballot blank or would purposely cancel my vote,Not Applicable,Cynthia Viteri (Partido Social Cristiano),Not Applicable,Have Own Currency,Very Bad,Yes,No,No,Bad,[Don't Read] None / We need to follow our own model,Set 2,Don't Know,Don't Know,Don't Know,Don't Know,No,No,Public,Not Applicable,4,None,Never or almost never,Very Important,Catholic,Actively looking for a job,Not Applicable,Not Applicable,No income,No,Not Applicable,No,Not Applicable,Yes,"Not enough, and having a hard time",Decreased,Separated,1,None,2,2,0,Mestizo,Daily,Daily,Owned,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Vanderbilt University,Very Light,Neither High Nor Low,A Little,Some,A Little,None,None,None,Female,4,31-45,7,Ecuadoran,Android (STG),Female
Ecuador,520,ECU16_0520,2,Tungurahua,Ambato,247,Urban,Large City,Spanish,28nov2016,1,Sierra Urbana,"Large (more than 100,000)",1996,20,Male,1,Somewhat Dissatisfied,"Economy, problems with, crisis of",Better,Better,Yes,Once or Twice a Year,Never,Once or Twice a Year,Never,Not Applicable,Very Trustworthy,8,Somewhat Agree,They take jobs away from Ecuadorians,"No, I have not participated","Yes, a military take-over of the state would be justified",Not Applicable,"Yes, it is justified",No,Not Applicable,Somewhat Unsafe,A lot,4,5,5,A Lot,6,A Lot,A Lot,A Lot,A Lot,6,6,A Lot,6,6,4,3,Good,Well,Very Satisfied,Satisfied,Very Satisfied,Between 10 and 30 minutes,More than 30 minutes and up to an hour,6,5,6,5,6,Strongly Agree,5,6,Strongly Agree,Set 2,6,A Little Likely,Economic growth as priority,Very Serious,Dissatisfied,"Yes, it is justified",6,5,6,7,7,4,Strongly disapprove,Enough,Very Little,Enough,Enough,No,No,No,Not Applicable,No,Not Applicable,No,Not Applicable,No,More than half of them,No,Yes,Voted,"Rafael Correa, Movimiento Alianza País – PAIS",No,Not Applicable,A lot,Would vote for a candidate or party of the current president/administration,Lenin Moreno (Alianza País),Not Applicable,Not Applicable,Maintain Dollarization,Good,Yes,No,Yes,Good,China,Set 2,Not Very Trustworthy,Don't Know,Somewhat Trustworthy,Very Trustworthy,No,No,Not Applicable,Public,10,Primary complete,Once a week,Very Important,"Protestant, Mainline Protestant or Protestant non-Evangelical",Working,Salaried employee in the private sector,201-250,No income,No,Not Applicable,No,Not Applicable,No,"Good enough, with no major problems",Increased,Single,6,4,None,Not Applicable,Not Applicable,Mestizo,A few times a week,Daily,Owned,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,The National Government,4,Neither High Nor Low,Some,A Lot,None,None,None,None,Male,7,18-30,4,Ecuadoran,Android (STG),Male
Ecuador,1427,ECU16_1427,30,Guayas,Guayaquil,88,Urban,Large City,Spanish,13nov2016,1,Costa Urbana,"Large (more than 100,000)",1972,44,Female,1,Somewhat Dissatisfied,Unemployment,Same,Same,No,Never,Once or Twice a Month,Never,Never,Never,Untrustworthy,Left,Somewhat Disagree,No Response,"No, I have not participated","No, a military take-over of the state would not be justified",Not Applicable,"Yes, it is justified",No,Not Applicable,Somewhat Unsafe,Little,3,3,A Lot,A Lot,A Lot,A Lot,A Lot,A Lot,A Lot,3,A Lot,Not at All,Not at All,A Lot,A Lot,A Lot,Good,Well,Very Satisfied,No Response,Dissatisfied,Less than 10 minutes,Less than 10 minutes,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Set 1,Strongly Disagree,Very Likely,3,Very Serious,Dissatisfied,"No, it is not justified",Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly approve,Enough,Enough,Too Much,Enough,No,No,No,No,Not Applicable,No,Not Applicable,No,No,Half of them,Yes,Yes,Voted,"Rafael Correa, Movimiento Alianza País – PAIS",Yes,Alianza PAIS-Patria Altiva I Soberana (PAIS),A lot,Would vote for a candidate or party of the current president/administration,Not Applicable,Lenin Moreno (Alianza País),Not Applicable,Have Own Currency,Bad,Yes,No,No Response,No Response,China,Set 1,Very Trustworthy,Untrustworthy,Untrustworthy,Untrustworthy,No,No,Not Applicable,Public,10,Primary complete,Never or almost never,Very Important,Don't Know,Taking care of the home,Not Applicable,Not Applicable,Less than $135,Yes,Somewhat,"Yes, from the United States and/or Spain and other countries",Once or twice a month,No,"Good enough, with no major problems",Increased,Single,2,1,1,0,1,Mestizo,Daily,Daily,Owned,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Don't Know,4,Neither High Nor Low,Some,Some,A Lot,None,None,None,Male,2,31-45,6,Ecuadoran,Android (STG),Female
Ecuador,119,ECU16_0119,61,Pichincha,Quito,195,Urban,National Capital (Metropolitan area),Spanish,17nov2016,1,Sierra Urbana,"Large (more than 100,000)",1953,63,Male,1,Very Satisfied,External debt,Same,Same,No,Never,Once or Twice a Month,Once or Twice a Month,Never,Not Applicable,Not Very Trustworthy,8,Strongly Agree,They take jobs that Ecuadorians don't want,"No, I have not participated","No, a military take-over of the state would not be justified",Not Applicable,"No, it is not justified",No,Not Applicable,Somewhat Safe,Little,4,6,6,5,A Lot,A Lot,6,5,6,2,6,5,5,3,3,4,Very Good,Well,Satisfied,Satisfied,Satisfied,More than 30 minutes and up to an hour,Between 10 and 30 minutes,3,Strongly Agree,Strongly Agree,6,Strongly Agree,Strongly Agree,4,4,3,Set 1,5,Very Likely,6,Very Serious,Satisfied,"No, it is not justified",2,6,9,Strongly disapprove,2,3,5,Very Little,Enough,Enough,Enough,No,No,No,No,Not Applicable,Not Applicable,No,Not Applicable,No,More than half of them,No,Yes,Voted,"Rafael Correa, Movimiento Alianza País – PAIS",Yes,Alianza PAIS-Patria Altiva I Soberana (PAIS),A lot,Would vote for a candidate or party of the current president/administration,Not Applicable,Not Applicable,Lenin Moreno (Alianza País),Maintain Dollarization,Very Good,Yes,No,Yes,Very Good,China,Set 1,Very Trustworthy,Somewhat Trustworthy,Somewhat Trustworthy,Somewhat Trustworthy,No,No,Public,Not Applicable,7,Primary incomplete,Once a week,Very Important,Catholic,Not working and not looking for a job,Not Applicable,Not Applicable,296-315,No,Not Applicable,"Yes, from other countries (not from the United States or Spain)",Once or twice a week,No,"Good enough, with no major problems",Remained the same,Married,2,None,4,0,4,Mestizo,A few times a week,A few times a week,Owned,Yes,Yes,Yes,One,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Correct local partner,3,Neither High Nor Low,A Little,A Little,Some,None,None,None,Female,4,46+,10,Ecuadoran,Android (STG),Male
Ecuador,306,ECU16_0306,17,Guayas,Durán,61,Urban,Large City,Spanish,18nov2016,1,Costa Urbana,"Large (more than 100,000)",1974,42,Male,1,Somewhat Satisfied,"Economy, problems with, crisis of",Worse,Same,No,Never,Never,Never,Never,Not Applicable,Untrustworthy,Left,Strongly Agree,They take jobs that Ecuadorians don't want,"No, I have not participated","No, a military take-over of the state would not be justified",Not Applicable,"No, it is not justified",No,Not Applicable,Very Safe,None,Not at All,Not at All,3,Not at All,Not at All,A Lot,5,Not at All,Not at All,Not at All,Not at All,Not at All,4,2,A Lot,A Lot,Neither Good nor Bad (Fair),Well,Satisfied,Very Satisfied,Very Satisfied,More than 3 hours,Less than 10 minutes,3,5,3,Strongly Disagree,Strongly Disagree,Strongly Agree,6,Strongly Agree,Strongly Agree,Set 1,Strongly Agree,A Little Likely,6,Very Serious,Very Satisfied,"Yes, it is justified",Strongly disapprove,3,Strongly disapprove,Strongly disapprove,Strongly disapprove,5,Strongly disapprove,Too Much,Very Little,Enough,Enough,No,Yes,No,Yes,No,Not Applicable,No,Not Applicable,No,All,Yes,Yes,Voted,"Álvaro Noboa, Partido Renovador Institucional Acción Nacional – PRIAN",No,Not Applicable,None,Would go to vote but would leave the ballot blank or would purposely cancel my vote,Other response/None/Blank/Null/Didn't vote,Not Applicable,Not Applicable,Maintain Dollarization,Very Good,Yes,No,Yes,Good,Russia,Set 2,Somewhat Trustworthy,Don't Know,Don't Know,Don't Know,No,No,Not Applicable,Both,14,Primary complete,Never or almost never,Somewhat Important,Catholic,Working,Self-employed,296-315,296-315,No,Not Applicable,No,Not Applicable,No,"Not enough, and having a hard time",Decreased,Single,2,None,None,Not Applicable,Not Applicable,Mestizo,Daily,Daily,Owned,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,The National Government,4,High,None,None,A Lot,None,None,None,Female,4,31-45,3,Ecuadoran,Android (STG),Male
Ecuador,664,ECU16_0664,51,Guayas,Playas,116,Urban,Medium City,Spanish,28nov2016,1,Costa Urbana,"Medium (between 25,000 and 100,000)",1967,49,Female,2,Very Satisfied,"Economy, problems with, crisis of",Same,Same,No,Don't Know,Never,Never,Never,Never,Somewhat Trustworthy,5,Somewhat Disagree,They take jobs that Ecuadorians don't want,"No, I have not participated",Not Applicable,"Yes, a military take-over of the state would be justified",Don't Know,No,Not Applicable,Somewhat Unsafe,A lot,4,5,2,Not at All,4,A Lot,4,4,5,3,2,3,6,4,3,A Lot,Neither Good nor Bad (Fair),Neither well nor poorly,Dissatisfied,Satisfied,Satisfied,More than 30 minutes and up to an hour,Between 10 and 30 minutes,2,6,4,5,Strongly Disagree,5,Strongly Disagree,Strongly Disagree,2,Set 1,Strongly Agree,A Little Likely,Environment as priority,Very Serious,Very Dissatisfied,"No, it is not justified",2,5,5,5,5,5,Strongly disapprove,Very Little,Very Little,Very Little,Very Little,No,No,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,No,All,Yes,Yes,Voted,No Response,No,Not Applicable,Little,Would vote a candidate or party different from the current president/administration,Not Applicable,Other response/None/Blank/Null/Didn't vote,Not Applicable,Don't Know,Good,No,Not Applicable,Not Applicable,Not Applicable,Don't Know,Set 2,Don't Know,Don't Know,Don't Know,Don't Know,No,No,Not Applicable,Public,11,Primary incomplete,More than once a week,Very Important,Evangelical and Protestant,Taking care of the home,Not Applicable,Not Applicable,201-250,No,Not Applicable,No,Not Applicable,No,"Not enough, and having a hard time",Decreased,Married,4,1,5,2,3,Mestizo,Never,Daily,Rented,Yes,No,Yes,One,No,No,No,Yes,Yes,No,No,Yes,No,The National Government,2,Neither High Nor Low,A Little,None,A Little,None,None,None,Female,3,46+,2,Ecuadoran,Android (STG),Female
Ecuador,1190,ECU16_1190,38,Santa Elena,La Libertad,240,Urban,Medium City,Spanish,26nov2016,1,Costa Urbana,"Medium (between 25,000 and 100,000)",1952,64,Male,2,Very Satisfied,"Economy, problems with, crisis of",Same,Better,No,Once or Twice a Month,Never,Never,No Response,Not Applicable,Untrustworthy,5,Don't Know,They take jobs away from Ecuadorians,"No, I have not participated","No, a military take-over of the state would not be justified",Not Applicable,"No, it is not justified",No,Not Applicable,No Response,No Response,2,2,3,2,4,A Lot,3,2,3,Not at All,4,3,6,4,6,3,Bad,Well,Satisfied,Satisfied,Satisfied,More than 30 minutes and up to an hour,Between 10 and 30 minutes,5,4,6,4,3,4,4,4,3,Set 1,4,A Little Likely,4,Very Serious,No Response,"Yes, it is justified",6,6,7,4,4,6,Strongly disapprove,No Response,Very Little,Very Little,Don't Know,No,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Less than half of them,Yes,Yes,Voted,"Rafael Correa, Movimiento Alianza País – PAIS",Yes,Alianza PAIS-Patria Altiva I Soberana (PAIS),Little,Would vote for a candidate or party of the current president/administration,Not Applicable,Lenin Moreno (Alianza País),Not Applicable,Maintain Dollarization,No Response,Yes,No,No,Bad,China,Set 2,Somewhat Trustworthy,Not Very Trustworthy,Don't Know,Don't Know,No,No,Not Applicable,Private,13,No Response,Once a month,Not Very Important,Evangelical and Protestant,Working,Self-employed,361-395,451-505,No,Not Applicable,No,Not Applicable,No,No Response,Remained the same,Married,2,None,5,4,1,Other,Never,Daily,Owned,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,The National Government,5,High,A Little,A Lot,A Lot,None,None,None,Male,2,46+,6,Ecuadoran,Android (STG),Male
Ecuador,100,ECU16_0100,39,Cotopaxi,La Maná,33,Urban,Medium City,Spanish,22nov2016,1,Sierra Urbana,"Medium (between 25,000 and 100,000)",1983,33,Male,2,Somewhat Satisfied,"Economy, problems with, crisis of",Same,Better,No,Once a Week,Once a Week,Never,Never,Not Applicable,Somewhat Trustworthy,9,Somewhat Agree,They take jobs away from Ecuadorians,"Yes, I have participated",Not Applicable,"No, a military take-over of the state would not be justified","No, it is not justified",No,Not Applicable,Somewhat Safe,Some,2,A Lot,5,6,6,A Lot,A Lot,5,A Lot,2,6,4,4,6,6,5,Very Good,Well,Satisfied,Very Satisfied,Satisfied,Between 10 and 30 minutes,Between 10 and 30 minutes,5,3,Strongly Agree,4,4,5,5,4,5,Set 1,6,Somewhat Likely,Environment as priority,Very Serious,Satisfied,"No, it is not justified",9,Strongly approve,Strongly approve,2,2,Strongly disapprove,Strongly disapprove,Very Little,Enough,Enough,Enough,No,No,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Half of them,Yes,Yes,Voted,"Rafael Correa, Movimiento Alianza País – PAIS",Yes,Alianza PAIS-Patria Altiva I Soberana (PAIS),A lot,Would vote for a candidate or party of the current president/administration,Lenin Moreno (Alianza País),Not Applicable,Not Applicable,Have Own Currency,Very Bad,Yes,No,No,Good,Japan,Set 2,Not Very Trustworthy,Untrustworthy,Somewhat Trustworthy,Somewhat Trustworthy,No,No,Not Applicable,Public,13,Primary complete,Never or almost never,Very Important,Catholic,Student,Not Applicable,Not Applicable,Less than $135,No,Not Applicable,"Yes, only from Spain",Once or twice a week,No,"Good enough, with no major problems",Remained the same,Single,3,None,None,Not Applicable,Not Applicable,Mestizo,Daily,A few times a week,Owned,Yes,Yes,Yes,One,No,No,Yes,Yes,Yes,No,No,Yes,Yes,The National Government,6,Neither High Nor Low,A Little,Some,A Little,None,None,None,Male,3,31-45,8,Ecuadoran,Android (STG),Male
Ecuador,731,ECU16_0731,20,Manabí,Flavio Alfaro,148,Urban,Small City,Spanish,18nov2016,1,Costa Urbana,"Small (less than 25,000)",1981,35,Male,3,Very Satisfied,"Economy, problems with, crisis of",Worse,Worse,Yes,Once or Twice a Month,Once or Twice a Month,Never,Once or Twice a Month,Not Applicable,Very Trustworthy,5,Strongly Disagree,They take jobs away from Ecuadorians,"No, I have not participated",Not Applicable,"Yes, a military take-over of the state would be justified","Yes, it is justified",No,Not Applicable,Very Safe,Little,3,5,Not at All,3,4,A Lot,6,Not at All,6,5,4,5,6,4,4,Not at All,Neither Good nor Bad (Fair),Neither well nor poorly,Satisfied,Dissatisfied,Very Dissatisfied,More than 30 minutes and up to an hour,Between 10 and 30 minutes,6,5,5,4,5,Don't Know,5,Strongly Agree,4,Set 1,Strongly Agree,Very Likely,Economic growth as priority,Not Serious at All,Dissatisfied,"No, it is not justified",3,5,6,7,6,Strongly approve,6,Enough,Enough,Enough,Enough,No,No,No,Not Applicable,No,Not Applicable,No,No,No,Half of them,Yes,Yes,Voted,"Rafael Correa, Movimiento Alianza País – PAIS",Yes,Alianza PAIS-Patria Altiva I Soberana (PAIS),Little,Would vote a candidate or party different from the current president/administration,Lenin Moreno (Alianza País),Not Applicable,Not Applicable,Have Own Currency,Good,Yes,No,No,Bad,Japan,Set 1,Don't Know,Don't Know,Not Very Trustworthy,Not Very Trustworthy,No,Yes,Not Applicable,Not Applicable,Don't Know,No Response,Once a month,Very Important,Catholic,Working,Salaried employee of government or state-owned enterprise,661-780,661-780,No,Not Applicable,No,Not Applicable,No,"Not enough, and are stretched",Increased,Separated,20,6,4,3,1,Mestizo,Daily,Daily,Borrowed or Shared,Yes,No,Yes,Two,Yes,No,No,No,Yes,Yes,No,No,Not Applicable,Don't Know,3,Neither High Nor Low,None,None,None,None,None,None,Female,4,31-45,7,Ecuadoran,Android (STG),Male
Ecuador,241,ECU16_0241,28,Guayas,Guayaquil,82,Urban,Large City,Spanish,13nov2016,1,Costa Urbana,"Large (more than 100,000)",1989,27,Male,1,Very Satisfied,Unemployment,Better,Worse,Yes,Once a Week,Never,Never,Never,Not Applicable,Very Trustworthy,8,Strongly Agree,They take jobs that Ecuadorians don't want,"No, I have not participated",Not Applicable,"No, a military take-over of the state would not be justified","No, it is not justified",Yes,2,Somewhat Safe,Some,5,5,4,6,5,A Lot,A Lot,6,6,4,3,5,4,5,6,4,Good,Well,Very Satisfied,Satisfied,Dissatisfied,More than 1 hour and up to 3 hours,More than 1 hour and up to 3 hours,Strongly Disagree,4,6,6,5,4,6,6,5,Set 2,6,Somewhat Likely,2,Very Serious,Dissatisfied,"Yes, it is justified",8,5,8,5,9,Strongly approve,6,Enough,Very Little,Very Little,Enough,No,No,No,No,Not Applicable,No,No,Not Applicable,No,Less than half of them,Yes,Yes,Voted,Don't Know,Yes,Partido Social Cristiano (PSC),None,Would vote a candidate or party different from the current president/administration,Not Applicable,Not Applicable,Paco Moncayo (Izquierda Democrática),Maintain Dollarization,Good,Yes,No,No,Bad,China,Set 2,Somewhat Trustworthy,Don't Know,Somewhat Trustworthy,Somewhat Trustworthy,No,No,Not Applicable,Both,13,University complete,Once a week,Very Important,Catholic,Actively looking for a job,Not Applicable,Not Applicable,Less than $135,No,Not Applicable,No,Not Applicable,No,"Not enough, and having a hard time",Decreased,Single,7,None,None,Not Applicable,Not Applicable,Mestizo,Daily,Daily,Owned,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,The National Government,3,Neither High Nor Low,Some,Some,Some,A Little,A Little,A Little,Female,2,18-30,1,Ecuadoran,Android (STG),Male
