pais,idnum,uniq_id,estratopri,estratosec,upm,prov,municipio,cluster,ur,tamano,idiomaq,fecha,wt,q1,q2y,q2,ls3,a4,soct2,idio2,np1,np2,sgl1,cp4a,cp5,cp6,cp7,cp8,cp13,cp20,cpss1,cpx,it1,l1,immig1,immig2,prot3,jc10,jc13,jc15a,vic1ext,vic1exta,vic2,vic2aa,vic1hogar,pole2n,aoj11,pese1,pese2,aoj17,aoj12,aoj22,b1,b2,b3,b4,b6,b10a,b11,b12,b13,b18,b20,b20a,b21,b21a,b32,b37,b40,b46,b47a,b51,ecub50,ecuenv1,ecuenv2,b48a,b48b,b48c,b48d,epp1,epp3,n9,n11,n15,b3milx,mil3,mil4,pr3a,pr3c,pr3d,pr3e,pr4,pr5,m1,sd2new2,sd3new2,sd6new2,infrax,ros1,ros4,ing4,eff1,eff2,mil7,ecuong1,ecuong2,ecuong3,env1,dst1,pn4,w14a,e5,e15,e3,e16,d1,d2,d3,d4,d5,d6,d7,d8,dem2,dem11,exc2,exc6,exc20,exc11,exc13,exc14,exc15,exc16,exc18,exc7,vicbar1,vicbar1f,vicbar3,vicbar4,vicbar7,fear10,vic44,vb1,inf1,vb2,vb3n,vb4new,vb101,vb10,vb11,pol1,vb20,ecuvot1,ecuvot2,clien1n,clien1na,ecurele1,ecuinley,ecudolar,for1n,for4,for5,for6,for7,for6b,for7b,mil10a,mil10c,mil10e,vol207n,vol208n,dvw1,dvw2,wf1,cct1b,gc1,gc1a,ed,ed2,q3c,q5b,ocup4a,ocup1a,q10new,q10g,q10a,q10cnew,gc4,gc4a,q10d,q10e,q11n,q12c,q12bn,q12,etid,leng1,leng4,ecudis1,ecudis2,www1,gi0,gc2,gi1,gix4,gi4,gi7,r3,r4,r4a,r5,r6,r7,r8,r12,r14,r15,r18,r1,r16,r26,colorr,sexi,colori,nationality,formatq,sex,gi7r
Ecuador,86e2fe75-3e71-421b-847f-ef10aea222d1-bbca22f54159a764238423,ECU14_14090865,Costa Urbana,Small: Less than 25.000,713,El Oro,Zaruma,48,Urban,Small City,Spanish,25jan2014,1,Male,1979,35,Somewhat Dissatisfied,Unemployment,Same,Same,No,No,Good,Yes,Once or Twice a Year,Never,Once or Twice a Year,Never,Never,Not Applicable,Once a Week,No,Untrustworthy,7,Somewhat Agree,They take away jobs from citizens,No,"Yes, a military take-over of the state would be justified","No, a military take-over of the state would not be justified","No, it is not justified",No,Not Applicable,Not Applicable,Not Applicable,No,Satisfied,Very Safe,Lower,Lower,A Little,None,Increase punishment of criminals,6,3,4,5,4,4,6,3,2,4,A Lot,Not at All,2,2,5,5,3,4,3,3,3,4,6,6,5,4,3,2,2,4,5,6,4,2,5,Not at All,4,6,2,5,The government does not have that right,Good,Satisfied,Satisfied,Satisfied,More than 30 minutes but less than 1 hour,5,3,5,5,4,6,2,4,2,Promote Economic Growth,Safer Construction of Homes,Satisfied,"Yes, it is justified",5,4,2,3,5,7,3,7,4,3,Strongly Approve,3,Under some circumstances an authoritarian government may be preferable to a democratic one,Everyone's Participation,No,No,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Don't Know,Uncommon,No,Not Applicable,Yes,No,No,No,No,Yes,Yes,Voted,"Lucio Gutiérrez, Partido Sociedad Patriótica - PSP",Not Applicable,Not Applicable,No,Not Applicable,None,Don't Know,Agree that voting should be compulsory,No,No,No,No,The laws in Ecuador were made for the benefit of private interest,Maintain dollarization,Don't Know,United States,United States,None,Not Applicable,Some,[Don't Read] Neither positive nor negative,Very Trustworthy,Not Very Trustworthy,Very Trustworthy,Never,Almost Never,Would Not Approve or Understand,Would Not Approve or Understand,No,Yes,Does not speak a foreign language,Not Applicable,8,Secondary complete,Catholic,Rather Important,Not working and not looking for a job,Not Applicable,Don't Know,Not Applicable,No,No,Never been abroad,Not Applicable,"Good enough, with no major problems",Remained the same,Single,4,0,None,Mestizo,Castilian / Spanish,Spanish only,Yes,Does not have a job because they cannot work,Rarely,A few times a week,A few times a month,Incorrect,Incorrect,Incorrect,Don't Know,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,2,Female,3,Ecuadorian,Android,Male,Don't Know
Ecuador,21dd225b-2a69-41f9-a9a5-829fd28e3ca2-4a73860d651f19494238331,ECU14_14090198,Sierra Urbana,Large: More than 100.000,1101,Loja,Loja,132,Urban,Large City,Spanish,22jan2014,1,Female,1968,46,Somewhat Satisfied,Crime,Better,Better,No,No,Very Good,No,Once or Twice a Month,Once or Twice a Month,Once or Twice a Month,Once or Twice a Year,Never,Once or Twice a Year,Never,No,Somewhat Trustworthy,5,Strongly Agree,They do the jobs that citizens do not want,No,"No, a military take-over of the state would not be justified","No, a military take-over of the state would not be justified","Yes, it is justified",No,Not Applicable,Not Applicable,Not Applicable,No,Satisfied,Somewhat Safe,Same,Same,Somewhat,A Little,Implement preventive measures,4,4,4,4,4,4,4,3,2,3,4,Not at All,Not at All,4,2,5,3,None,4,4,4,A lot,A lot,A lot,A lot,A lot,4,3,Not at All,5,5,5,4,Not at All,3,Not at All,5,6,4,3,The government does not have that right,Neither Good nor Bad (Fair),Very Satisfied,Very Satisfied,Very Satisfied,More than 1 hour but less than 3 hours,5,Strongly Agree,4,4,3,Strongly Agree,4,5,4,[Don't Read] Both,[Don't Read] Both,Satisfied,"No, it is not justified",7,5,Strongly Disapprove,8,5,4,3,4,Strongly Disapprove,Strongly Disapprove,Strongly Approve,4,For people like me it doesn't matter whether a government is democratic or non-democratic,Everyone's Participation,No,No,No,No,Not Applicable,Not Applicable,No,No,No,Very Common,Yes,Once or Twice a Month,No,No,No,Yes,Yes,Yes,Yes,Voted,"Rafael Correa, Movimiento Alianza País - PAIS",Not Applicable,Not Applicable,No,Not Applicable,A Little,Would vote for a candidate or party different from the current administration,Agree that voting should be compulsory,Yes,No,No,Yes,The laws in Ecuador were made for the benefit of private interest,Maintain dollarization,United States,United States,United States,Some,[Don't Read] Neither positive nor negative,A Lot,Very Positive,Not Very Trustworthy,Untrustworthy,Somewhat Trustworthy,Never,No Response,No Response,No Response,No,No,Does not speak a foreign language,Not Applicable,12,Secondary complete,Catholic,Very Important,Not working and not looking for a job,Not Applicable,Between 661 and 790,Not Applicable,Yes,Yes,Between 1 and 6 months,Less than a year,Good enough and can save,Increased,Married,4,1,2,Mestizo,Castilian / Spanish,Spanish only,No,Not Applicable,Never,Daily,Daily,Incorrect,Incorrect,Correct,125,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,Female,4,Ecuadorian,Android,Female,Incorrect
Ecuador,2eab3ae0-c9a9-4570-9662-760ac0a321cd-36eec846e3e1a12a42437130,ECU14_14090280,Costa Urbana,Medium: Between 25.000 and 100.000,1306,Manabí,Jipijapa,153,Urban,Medium City,Spanish,02feb2014,1,Male,1990,24,Very Satisfied,Crime,Same,Same,No,No,Very Bad,No,Once a Week,Never,Never,Never,Never,Not Applicable,Once a Week,No,Very Trustworthy,Don't Know,Strongly Agree,They take away jobs from citizens,No,"No, a military take-over of the state would not be justified","No, a military take-over of the state would not be justified",Don't Know,No,Not Applicable,Not Applicable,Not Applicable,No,Very Satisfied,Very Safe,Lower,Same,None,Some,Implement preventive measures,3,A Lot,6,A Lot,A Lot,Not at All,4,A Lot,5,5,5,3,Not at All,6,5,A Lot,Don't Know,Don't Know,5,Don't Know,Not Applicable,A lot,A lot,Don't Know,Don't Know,Don't Know,Don't Know,4,4,A Lot,A Lot,A Lot,Don't Know,Not at All,Not at All,A Lot,A Lot,A Lot,A Lot,A Lot,Don't Know,Very Good,Satisfied,Very Satisfied,Very Satisfied,Less than 10 minutes,Strongly Disagree,Strongly Agree,Strongly Agree,4,3,Strongly Agree,Don't Know,Don't Know,Don't Know,[Don't Read] Both,[Don't Read] Both,Satisfied,"Yes, it is justified",Strongly Approve,Strongly Disapprove,Strongly Disapprove,Strongly Approve,Don't Know,Strongly Approve,Strongly Disapprove,Strongly Disapprove,Strongly Disapprove,Strongly Disapprove,Strongly Approve,Strongly Disapprove,Democracy is preferable to any other form of government,Everyone's Participation,No,No,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,No,Don't Know,No,Not Applicable,No,No,No,Yes,No,Yes,Yes,Voted,"Rafael Correa, Movimiento Alianza País - PAIS",Not Applicable,Not Applicable,No,Not Applicable,None,Would vote for incumbent candidate or party,Voting should be optional,Yes,No,No,Yes,The laws in Ecuador were made thinking of the national interest,Maintain dollarization,Don't Know,Don't Know,[Don't Read] None/we ought to follow our own model,Don't Know,Not Applicable,Don't Know,Not Applicable,Don't Know,Untrustworthy,Don't Know,Never,Sometimes,Would Not Approve or Understand,Would Not Approve or Understand,Yes,Yes,Does not speak a foreign language,Not Applicable,12,None,Catholic,Very Important,Actively looking for a job,Not Applicable,Between 376 and 400,Not Applicable,No,No,Never been abroad,Not Applicable,"Good enough, with no major problems",Decreased,Single,3,0,None,Mestizo,Castilian / Spanish,Spanish only,No,Not Applicable,A few times a month,A few times a month,Rarely,Correct,Incorrect,Correct,Don't Know,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,7,Female,2,Ecuadorian,Android,Male,Don't Know
Ecuador,78e5280b-f95e-4a14-8f2e-733b05fbe23f-5d834932a5c707cd4238928,ECU14_14090798,Sierra Urbana,Large: More than 100.000,17010109,Pichincha,Quito,223,Urban,National Capital (Metropolitan Area),Spanish,21jan2014,1,Male,1949,65,Somewhat Dissatisfied,Crime,Better,Same,No,No,Good,No,Once or Twice a Year,Once or Twice a Year,No Response,Don't Know,Don't Know,Not Applicable,Once or Twice a Year,No,Somewhat Trustworthy,Right,Somewhat Agree,Don't Know,No,"No, a military take-over of the state would not be justified",Don't Know,"No, it is not justified",Yes,Don't Know,"Unarmed robbery, no assault or physical threats",In this neighborhood,Yes,Satisfied,Somewhat Safe,Lower,Same,Don't Know,A Lot,Implement preventive measures,6,A Lot,3,3,4,3,2,6,A Lot,6,Not at All,Not at All,Not at All,2,3,6,Not at All,3,Don't Know,Not at All,Not Applicable,A lot,A lot,A lot,6,5,5,Don't Know,Not at All,4,4,5,A Lot,Not at All,4,Not at All,Not at All,3,3,A Lot,Don't Know,Good,Satisfied,Satisfied,Satisfied,More than 30 minutes but less than 1 hour,Don't Know,Strongly Agree,Don't Know,Don't Know,Don't Know,Strongly Agree,Don't Know,2,2,[Don't Read] Both,Safer Construction of Homes,Satisfied,"No, it is not justified",5,Strongly Disapprove,Strongly Disapprove,Strongly Disapprove,Don't Know,7,6,4,Strongly Disapprove,Strongly Disapprove,Strongly Approve,Strongly Disapprove,Democracy is preferable to any other form of government,Everyone's Participation,No,No,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,No,Very Uncommon,Yes,Once or Twice a Year,Don't Know,Don't Know,Don't Know,Yes,No,Yes,Yes,Voted,No Response,Not Applicable,Not Applicable,No,Not Applicable,None,Don't Know,Agree that voting should be compulsory,No,No,No,No,The laws in Ecuador were made thinking of the national interest,Don't Know,"China (mainland China, not Taiwan)",Japan,Don't Know,A Little,Positive,A Little,Positive,Don't Know,Don't Know,Don't Know,Sometimes,Almost Never,Would Not Approve but Understand,Would Not Approve or Understand,No,No,Does not speak a foreign language,Not Applicable,2,Don't Know,Jehovah's Witness,Very Important,"Retired, pensioner or permanently disabled to work",Not Applicable,Don't Know,None,No,No,Never been abroad,Not Applicable,"Not enough, and having a hard time",Remained the same,Divorced,3,0,None,Mestizo,Castilian / Spanish,Spanish only,Yes,Does not have job for another reason,Never,Daily,Rarely,Correct,Incorrect,Correct,Don't Know,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,6,Male,4,Ecuadorian,Android,Male,Don't Know
Ecuador,547e70ae-5d02-4c7c-bddc-98f89f1d49cf-f7009cdf5d0a99954239010,ECU14_14090508,Sierra Urbana,Medium: Between 25.000 and 100.000,1705,Pichincha,Rumiñahui,227,Urban,Medium City,Spanish,22jan2014,1,Female,1973,41,Very Satisfied,Crime,Worse,Better,No,No,Neither Good nor Bad (Fair),No,Never,Once or Twice a Month,Never,Never,Never,Never,Never,No,Not Very Trustworthy,Left,Strongly Disagree,They take away jobs from citizens,No,"Yes, a military take-over of the state would be justified","Yes, a military take-over of the state would be justified","No, it is not justified",Yes,1,Kidnapping,In this neighborhood,No,Satisfied,Somewhat Unsafe,Same,Same,None,A Lot,Increase punishment of criminals,A Lot,3,5,Not at All,5,A Lot,5,A Lot,5,A Lot,A Lot,Not at All,3,3,5,5,Not at All,5,5,Don't Know,Not Applicable,A lot,4,Don't Know,Don't Know,Don't Know,Don't Know,5,4,A Lot,6,5,5,Don't Know,6,2,4,5,5,Not at All,The government does not have that right,Good,Satisfied,Satisfied,Satisfied,More than 30 minutes but less than 1 hour,6,Strongly Agree,5,2,2,Strongly Agree,Don't Know,Don't Know,Don't Know,Promote Economic Growth,Avoiding Cost Increases,Satisfied,"No, it is not justified",2,2,2,Strongly Approve,4,5,5,6,Strongly Disapprove,Strongly Disapprove,Strongly Approve,2,Democracy is preferable to any other form of government,Everyone's Participation,No,No,No,Not Applicable,No,No,Not Applicable,Not Applicable,No,Uncommon,No,Not Applicable,No,No,No,Yes,No,Yes,Yes,Voted,"Rafael Correa, Movimiento Alianza País - PAIS",Not Applicable,Not Applicable,No,Not Applicable,A Little,Would vote for incumbent candidate or party,Agree that voting should be compulsory,Yes,No,No,No,No Response,Maintain dollarization,No Response,No Response,United States,None,Not Applicable,A Little,Positive,Somewhat Trustworthy,Not Very Trustworthy,Not Very Trustworthy,Sometimes,Sometimes,Would Approve,Would Not Approve but Understand,No,No,Does not speak a foreign language,Not Applicable,6,Primary incomplete,Catholic,Very Important,Working,Self-employed,Between 286 and 310,Between 286 and 310,No,No,Never been abroad,Not Applicable,"Good enough, with no major problems",Remained the same,Married,5,0,None,Mestizo,Castilian / Spanish,Spanish only,No,Not Applicable,Never,Rarely,Rarely,Incorrect,Incorrect,Incorrect,0,Yes,No,Don't Know,One,No,No,No,Yes,Yes,No,No,Yes,No,Yes,5,Female,3,Ecuadorian,Android,Female,Incorrect
Ecuador,d5a5838a-27a0-40c5-8a4f-0020fc962b78-e9508ac59ef9e474238715,ECU14_14091310,Sierra Urbana,Large: More than 100.000,17010106,Pichincha,Quito,211,Urban,National Capital (Metropolitan Area),Spanish,23jan2014,1,Female,1990,24,Somewhat Satisfied,Crime,Better,Same,No,No,Good,No,Never,Never,Never,Never,Never,Never,Never,No,Not Very Trustworthy,Don't Know,Strongly Agree,They take away jobs from citizens,No,"No, a military take-over of the state would not be justified","Yes, a military take-over of the state would be justified","No, it is not justified",Yes,3,"Unarmed robbery, no assault or physical threats",In this neighborhood,No,Satisfied,Somewhat Unsafe,Same,Same,A Lot,A Little,Increase punishment of criminals,A Lot,Not at All,Don't Know,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,4,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,None,Not at All,Not at All,None,A lot,A lot,A lot,A lot,A lot,A lot,4,Not at All,A Lot,A Lot,A Lot,Not at All,Not at All,Not at All,Not at All,Not at All,A Lot,4,Not at All,The government does not have that right,Good,Very Satisfied,Satisfied,Dissatisfied,[Don't Read] There are no police/they would not come,Strongly Disagree,Strongly Agree,Strongly Agree,3,Strongly Disagree,Strongly Agree,Don't Know,Don't Know,Don't Know,Protect the Environment,Safer Construction of Homes,Dissatisfied,"No, it is not justified",Strongly Disapprove,Strongly Disapprove,Strongly Disapprove,Strongly Disapprove,Strongly Disapprove,Strongly Approve,Strongly Disapprove,Strongly Disapprove,Strongly Approve,Strongly Approve,Strongly Approve,Strongly Disapprove,Democracy is preferable to any other form of government,Everyone's Participation,Yes,No,No,Not Applicable,No,Not Applicable,No,No,No,Uncommon,Yes,Once or Twice a Year,No,No,No,Yes,Yes,Yes,Yes,Voted,"Rafael Correa, Movimiento Alianza País - PAIS",Not Applicable,Not Applicable,Yes,Alianza PAIS-Patria Altiva I Soberana (PAIS),None,Would vote for incumbent candidate or party,Voting should be optional,Yes,No,No,No,The laws in Ecuador were made thinking of the national interest,Maintain dollarization,United States,Don't Know,"China (mainland China, not Taiwan)",A Lot,Positive,Some,Positive,Not Very Trustworthy,Not Very Trustworthy,Somewhat Trustworthy,Never,Almost Never,Would Not Approve or Understand,Would Not Approve or Understand,No,No,Does not speak a foreign language,Not Applicable,6,Primary incomplete,Catholic,Very Important,Working,Self-employed,Between 181 and 220,No Response,No,No,Never been abroad,Not Applicable,"Not enough, and are stretched",Decreased,Single,7,1,1,Mestizo,Castilian / Spanish,Spanish only,Yes,Does not have a job because they are too young,Never,Daily,Daily,Correct,Incorrect,Incorrect,Don't Know,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,4,Female,4,Ecuadorian,Android,Female,Don't Know
Ecuador,78e5280b-f95e-4a14-8f2e-733b05fbe23f-5d834932a5c707cd4238925,ECU14_14090795,Sierra Urbana,Large: More than 100.000,17010109,Pichincha,Quito,223,Urban,National Capital (Metropolitan Area),Spanish,21jan2014,1,Female,1962,52,Somewhat Satisfied,Crime,Worse,Same,No,No,Neither Good nor Bad (Fair),No,Never,Once a Week,Once or Twice a Month,Once or Twice a Month,Never,Never,Never,No,Not Very Trustworthy,Don't Know,Somewhat Agree,They do the jobs that citizens do not want,No,"Yes, a military take-over of the state would be justified","Yes, a military take-over of the state would be justified","No, it is not justified",No,Not Applicable,Not Applicable,Not Applicable,Yes,Satisfied,Very Unsafe,Same,Lower,Somewhat,A Little,Don't Know,4,3,4,4,3,3,4,5,5,5,Not at All,A Lot,Not at All,4,4,4,3,3,4,Don't Know,Not Applicable,A lot,A lot,4,4,5,2,3,Not at All,5,6,3,5,Don't Know,6,2,3,3,4,Don't Know,Don't Know,Neither Good nor Bad (Fair),Dissatisfied,Dissatisfied,Dissatisfied,More than 30 minutes but less than 1 hour,3,6,6,3,3,Strongly Agree,Don't Know,Don't Know,Don't Know,Protect the Environment,Safer Construction of Homes,Satisfied,"No, it is not justified",Strongly Disapprove,Strongly Disapprove,Strongly Disapprove,Strongly Disapprove,3,4,3,9,Don't Know,Don't Know,Strongly Approve,7,Democracy is preferable to any other form of government,Everyone's Participation,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Uncommon,Yes,Once or Twice a Month,Don't Know,No,No,Yes,No,Yes,Yes,Voted,"Rafael Correa, Movimiento Alianza País - PAIS",Not Applicable,Not Applicable,No,Not Applicable,None,Don't Know,Agree that voting should be compulsory,Yes,No,No,No,The laws in Ecuador were made for the benefit of private interest,Have our own currency,Don't Know,Don't Know,United States,Don't Know,Not Applicable,Some,Negative,Don't Know,Don't Know,Don't Know,Sometimes,Sometimes,Would Not Approve or Understand,Would Not Approve or Understand,No,No,Does not speak a foreign language,Not Applicable,6,Primary incomplete,Evangelical and Protestant,Very Important,Taking care of the home,Not Applicable,None,Not Applicable,No,No,Never been abroad,Not Applicable,Don't Know,Decreased,Divorced,5,0,4,Mestizo,Castilian / Spanish,Spanish only,No,Not Applicable,Rarely,Rarely,Rarely,Incorrect,Incorrect,Incorrect,No Response,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Don't Know,Yes,No,Yes,6,Male,4,Ecuadorian,Android,Female,No Response
Ecuador,a001c8d6-7867-46e9-b76f-a87b262cb46d-1b58c5f7ddb610cc4238852,ECU14_14091047,Sierra Urbana,Large: More than 100.000,1001,Imbabura,San Miguel de Ibarra,126,Urban,Large City,Spanish,25jan2014,1,Male,1961,53,Somewhat Dissatisfied,Corruption,Same,Same,No,No,Good,No,Never,Never,Never,Never,Never,Not Applicable,Never,No,Somewhat Trustworthy,4,Somewhat Agree,They take away jobs from citizens,No,"No, a military take-over of the state would not be justified","No, a military take-over of the state would not be justified","No, it is not justified",No,Not Applicable,Not Applicable,Not Applicable,No,Satisfied,Somewhat Safe,Lower,Lower,None,Some,Increase punishment of criminals,4,4,5,3,4,5,3,5,4,5,A Lot,2,3,4,3,3,3,4,3,Don't Know,Not Applicable,A lot,4,4,4,3,4,4,3,4,5,3,3,3,3,3,3,5,4,4,The government does not have that right,Neither Good nor Bad (Fair),Satisfied,Satisfied,Satisfied,More than 1 hour but less than 3 hours,4,3,4,3,5,6,3,4,5,Promote Economic Growth,[Don't Read] Both,Don't Know,"Yes, it is justified",3,5,3,3,3,3,3,3,4,2,3,3,Don't Know,Everyone's Participation,No,No,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Very Common,No,Not Applicable,No,No,No,No,No,Yes,Yes,Voted,No Response,Not Applicable,Not Applicable,No,Not Applicable,None,Would vote for a candidate or party different from the current administration,Voting should be optional,No,No,No,No,The laws in Ecuador were made thinking of the national interest,Maintain dollarization,"China (mainland China, not Taiwan)",United States,[Don't Read] None/we ought to follow our own model,A Lot,Positive,A Little,[Don't Read] Neither positive nor negative,Somewhat Trustworthy,Don't Know,Somewhat Trustworthy,Never,Sometimes,Would Not Approve or Understand,Would Not Approve or Understand,No,No,Does not speak a foreign language,Not Applicable,9,Don't Know,Catholic,Very Important,Working,Self-employed,Between 401 and 460,Between 401 and 460,No,Yes,Never been abroad,Not Applicable,"Good enough, with no major problems",Remained the same,Married,3,0,2,Mestizo,Castilian / Spanish,Spanish only,No,Not Applicable,Never,Daily,Rarely,Correct,Incorrect,Correct,Don't Know,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,4,Female,3,Ecuadorian,Android,Male,Don't Know
Ecuador,41a1e11f-4947-40a8-b0a1-2cfb25507dea-5d834932a5c707cd4238933,ECU14_14090398,Sierra Urbana,Medium: Between 25.000 and 100.000,1702,Pichincha,Cayambe,179,Urban,Medium City,Spanish,27jan2014,1,Female,1993,21,Very Satisfied,Inequality,Better,Better,No,No,Bad,No,Never,Once or Twice a Month,Never,Never,Never,Never,Once a Week,No,Not Very Trustworthy,5,Somewhat Agree,They do the jobs that citizens do not want,No,"No, a military take-over of the state would not be justified","No, a military take-over of the state would not be justified","No, it is not justified",No,Not Applicable,Not Applicable,Not Applicable,Yes,Dissatisfied,Somewhat Unsafe,Same,Same,A Little,A Little,Implement preventive measures,4,5,4,6,6,5,5,4,3,4,A Lot,4,3,5,3,6,4,5,5,4,Not Applicable,A lot,A lot,4,4,4,6,3,3,4,3,5,5,6,4,5,3,3,3,A Lot,The government does not have that right,Good,Dissatisfied,Satisfied,Satisfied,More than 30 minutes but less than 1 hour,3,Strongly Agree,Strongly Agree,5,6,Strongly Agree,Strongly Agree,5,6,Protect the Environment,Safer Construction of Homes,Satisfied,"Yes, it is justified",Strongly Approve,4,6,5,7,Strongly Approve,4,4,Strongly Approve,Strongly Approve,8,5,Democracy is preferable to any other form of government,Everyone's Participation,No,No,No,Not Applicable,No,Not Applicable,No,Not Applicable,Yes,Common,Yes,Once or Twice a Month,No,No,No,Yes,No,Yes,Yes,Voted,"Rafael Correa, Movimiento Alianza País - PAIS",Not Applicable,Not Applicable,Yes,Alianza PAIS-Patria Altiva I Soberana (PAIS),A Little,Would vote for incumbent candidate or party,Voting should be optional,Yes,No,No,No,The laws in Ecuador were made thinking of the national interest,Maintain dollarization,United States,"China (mainland China, not Taiwan)",United States,A Little,Positive,A Little,Positive,Somewhat Trustworthy,Don't Know,Somewhat Trustworthy,Never,Never,Would Not Approve or Understand,Would Not Approve or Understand,No,No,English,Understands much of what is read and some conversations in (language),18+,Secondary complete,Catholic,Very Important,Working,Self-employed,Between 401 and 460,Between 261 and 285,No,No,Less than a month,Less than a year,"Good enough, with no major problems",Remained the same,Single,7,0,None,Mestizo,Castilian / Spanish,Spanish only,No,Not Applicable,Daily,A few times a week,A few times a week,Correct,Correct,Correct,Don't Know,Yes,Yes,Yes,One,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,4,Female,4,Ecuadorian,Android,Female,Don't Know
Ecuador,d3615a36-8ae6-416b-9384-0b0a2b072493-eef10f46321922e44239717,ECU14_14091263,Costa Urbana,Large: More than 100.000,9010101,Guayas,Guayaquil,66,Urban,Large City,Spanish,26jan2014,1,Male,1973,41,Somewhat Satisfied,Unemployment,Same,Worse,No,No,Neither Good nor Bad (Fair),No,Never,Never,Never,Never,Never,Not Applicable,Never,No,Somewhat Trustworthy,3,Strongly Agree,They do the jobs that citizens do not want,No,"No, a military take-over of the state would not be justified","No, a military take-over of the state would not be justified","Yes, it is justified",No,Not Applicable,Not Applicable,Not Applicable,No,Dissatisfied,Somewhat Safe,Same,Same,Somewhat,Some,Increase punishment of criminals,5,3,5,6,A Lot,5,6,6,6,6,5,5,3,6,4,3,3,6,6,Not at All,None,A lot,A lot,6,A lot,2,6,2,4,5,5,6,5,2,Not at All,3,5,6,5,5,The government has the right to seize private property,Good,Satisfied,Satisfied,Satisfied,More than 30 minutes but less than 1 hour,Strongly Agree,Strongly Agree,Strongly Agree,3,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Protect the Environment,Safer Construction of Homes,Satisfied,"Yes, it is justified",Strongly Approve,Strongly Disapprove,Strongly Disapprove,Strongly Disapprove,Strongly Approve,4,5,4,Strongly Disapprove,Strongly Disapprove,7,Strongly Approve,Democracy is preferable to any other form of government,Everyone's Participation,No,No,No,Not Applicable,No,Not Applicable,No,No,No,Uncommon,No,Not Applicable,No,No,Yes,Yes,No,Yes,Yes,Voted,"Rafael Correa, Movimiento Alianza País - PAIS",Not Applicable,Not Applicable,Yes,Alianza PAIS-Patria Altiva I Soberana (PAIS),A Lot,Would vote for incumbent candidate or party,Voting should be optional,Yes,No,No,Yes,The laws in Ecuador were made thinking of the national interest,Maintain dollarization,"China (mainland China, not Taiwan)",Brazil,Japan,A Lot,Positive,Some,Positive,Somewhat Trustworthy,Somewhat Trustworthy,Somewhat Trustworthy,Sometimes,Sometimes,Would Not Approve or Understand,Would Not Approve or Understand,No,No,English,Knows only words and phrases in (language),12,Primary complete,Catholic,Rather Important,Working,Self-employed,Between 791 and 1060,Between 461 and 530,No,Yes,Less than a month,Less than 10 years,"Not enough, and are stretched",Decreased,Married,9,2,4,Mestizo,Castilian / Spanish,Spanish only,No,Not Applicable,Daily,Daily,Daily,Correct,Correct,Incorrect,Don't Know,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,3,Male,4,Ecuadorian,Android,Male,Don't Know
